Geneid	SRR2932702_1.bam	SRR2932703_1.bam	SRR2932704_1.bam	SRR2932705_1.bam	SRR2932706_1.bam	SRR2932707_1.bam
Gm29325	0	0	0	0	0	0
9330175M20Rik	88	120	98	100	85	138
Cavin2	81	114	124	74	68	127
Gm5253	0	0	0	0	0	0
1700072G22Rik	0	0	0	0	0	0
Nabp1	120	140	157	191	195	334
Gm17767	5	4	12	4	8	14
Gm37535	0	0	0	0	0	0
Gm28055	1	10	7	13	2	11
Myo1b	1064	1187	1529	1018	676	909
Gm29453	0	0	0	0	0	0
Gm28323	0	0	0	0	0	0
Gm8419	0	0	0	0	0	0
Gm27607	0	0	0	0	0	0
Gm8420	0	0	0	0	0	0
Stat4	1	3	1	1	1	2
Gm28177	6	13	14	15	22	22
Gm3940	0	1	0	0	0	0
Gm31812	6	21	16	20	26	19
Stat1	208	282	293	268	289	291
Gm18301	1	2	2	2	1	0
Gls	74	80	82	70	79	101
Gm5975	0	0	0	0	0	0
Gm23460	0	0	0	0	0	0
Nab1	582	531	618	373	278	392
Gm5976	1	2	7	0	1	0
Rps27a-ps1	0	2	1	2	3	1
Gm553	0	1	2	3	3	0
Gm28178	0	1	2	0	0	0
Gm5527	11	14	15	4	3	6
Nemp2	14	17	13	8	12	28
Gm37242	0	0	0	0	0	0
Mfsd6	81	82	93	51	40	63
Gm29670	0	0	0	0	0	0
Gm28650	0	0	0	0	0	0
Inpp1	132	120	120	105	86	112
Hibch	771	709	858	1039	769	959
Gm16107	0	0	1	0	0	0
1700019D03Rik	4	3	3	2	3	4
Mstn	0	0	0	0	0	0
Gm24349	0	0	0	0	0	0
1700019A02Rik	13	3	4	4	3	2
Pms1	89	51	60	65	54	76
Gm28777	19	17	10	15	17	12
Ormdl1	0	0	0	0	0	0
Gm28778	7	1	2	2	2	1
Osgepl1	136	126	109	155	124	152
Gm28551	11	6	8	23	18	18
Gm18800	0	0	0	0	0	0
Asnsd1	0	0	0	0	0	0
Gm28779	0	0	0	0	0	0
Gm6799	0	0	0	0	0	0
Gm6801	0	0	0	0	0	0
Dnah7a	17	9	11	4	6	13
Gm25240	0	0	0	0	0	0
Stk17b	41	34	38	26	20	44
Gm37863	0	0	0	0	0	0
Hecw2	32	37	29	44	28	39
Mir7681	0	0	0	0	0	0
Gm24251	0	0	0	0	0	0
Gm37633	0	0	0	0	0	0
Gm25829	0	0	0	0	0	0
Ccdc150	1	2	0	0	0	0
Gtf3c3	154	115	182	136	104	136
Gm34066	0	0	0	0	0	0
Pgap1	262	202	283	131	65	116
Gm36955	0	0	0	0	0	0
Gm19637	0	0	0	0	0	0
Ankrd44	97	82	86	76	55	85
4930444A19Rik	17	11	17	8	7	12
Gm37370	0	0	0	0	0	0
Gm24053	0	0	0	0	0	0
A130048G24Rik	0	0	0	0	0	0
Sf3b1	1735	1941	1907	1709	1345	2042
E330011M16Rik	31	23	44	35	21	30
Coq10b	239	197	260	285	254	282
Gm17971	0	0	0	0	0	0
Hspd1	4382	3857	5274	4075	2545	2932
Hspe1	675	873	720	1204	1171	977
Gm5147	0	0	0	0	0	0
Gm16581	7	12	12	6	9	9
Mob4	255	265	235	253	151	250
Gm6822	1	0	0	0	0	0
Rftn2	8	21	11	14	12	18
Gm10561	1	1	3	2	3	3
Mars2	50	39	45	55	44	59
Boll	2	6	7	3	3	7
Gm8292	1	2	0	0	0	0
Gm29138	0	0	0	0	0	0
Gm8531	0	0	0	0	0	0
Plcl1	8	10	11	16	19	10
Gm38056	0	0	0	0	0	0
Gm6644	0	0	1	0	0	0
Gm37382	0	0	0	0	0	0
9130227L01Rik	0	0	0	0	0	0
Gm36986	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0
Gm28900	0	0	1	0	0	0
Gm28240	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0
Satb2	12	14	20	12	21	20
9130024F11Rik	1	0	6	0	1	2
Gm4081	0	0	0	0	0	0
Gm23943	0	0	0	0	0	0
1700126A01Rik	0	0	0	0	0	0
BC055402	0	0	0	0	0	0
Gm5254	0	0	0	0	0	0
4930558J18Rik	3	1	2	1	0	0
1700066M21Rik	266	261	396	269	180	244
Tyw5	148	174	137	192	201	182
Maip1	162	154	175	207	223	215
Gm22371	0	0	0	0	0	0
Gm24014	0	0	0	0	0	0
Gm8581	0	0	0	1	0	0
Gm37373	0	0	0	0	0	0
Gm17929	0	0	0	0	0	0
Spats2l	9	12	11	11	14	21
Gm17234	0	0	0	0	0	0
Kctd18	122	126	113	98	84	123
Sgo2a	2	0	0	2	4	5
Aox1	1050	1244	1212	1951	1431	2335
Aox3	5960	4075	7114	5285	3004	5387
Gm24548	0	0	0	0	1	0
Aox4	0	0	0	0	0	0
Gm15759	0	0	1	0	0	0
Aox2	1	1	0	2	1	0
Gm37607	18	14	5	7	13	6
Bzw1	1070	1007	1103	1129	748	1044
Clk1	1006	1578	1100	1170	1139	1574
Ppil3	66	78	69	75	88	84
Nif3l1	213	202	196	228	183	194
Orc2	64	66	52	75	61	61
Gm23966	0	0	0	0	0	0
Gm15834	26	28	16	49	57	50
Fam126b	413	311	403	355	226	299
Ndufb3	411	490	371	719	786	683
Gm29389	0	0	0	0	0	0
Gm18802	0	0	0	0	0	0
Cbx3-ps7	1	0	0	0	0	0
Als2cr12	19	33	14	63	71	61
Gm20257	13	25	16	17	40	28
Gm28803	0	0	0	0	0	0
Cflar	790	814	1029	757	615	725
Gm3841	0	0	0	0	0	0
Casp8	495	431	365	487	405	517
Gm37760	0	0	0	0	0	0
Gm28802	1	1	0	2	0	1
Trak2	248	201	206	194	133	224
Stradb	344	326	391	419	288	440
C2cd6b	0	0	1	0	0	0
Gm29018	0	1	0	0	0	0
C2cd6	0	1	0	0	0	0
Gm25502	0	0	0	0	0	0
Tmem237	16	31	26	43	44	61
G730003C15Rik	5	9	6	8	13	8
Mpp4	32	54	58	23	23	34
Gm29017	302	363	298	398	301	386
Gm19125	0	0	0	0	0	0
Als2	861	779	1000	641	344	675
Cdk15	1	1	1	1	1	1
Gm29016	2	0	0	2	3	2
Gm37737	0	0	0	0	0	0
Fzd7	278	237	204	165	101	140
Gm26813	9	6	2	9	11	5
Gm973	0	2	0	1	0	1
Gm28411	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0
Sumo1	180	220	206	233	214	253
Gm24545	0	0	0	0	0	0
D430013B06Rik	0	0	0	0	0	0
Gm29596	1	2	1	0	1	0
Nop58	200	185	187	188	168	201
Snord70	0	0	0	0	0	0
Gm26293	0	0	0	0	0	0
Gm26287	0	0	0	0	0	0
Snord11	0	0	0	0	0	0
Bmpr2	264	269	351	268	192	251
Gm38125	0	0	0	0	0	0
Gm37977	0	0	0	0	0	1
Fam117b	72	69	66	43	39	47
Gm37531	0	0	0	0	0	0
Gm18829	0	0	0	0	0	0
Ica1l	47	45	45	33	25	26
Wdr12	138	147	174	167	125	155
Carf	78	59	71	53	38	96
Gm15464	0	0	0	0	0	0
Nbeal1	323	248	382	224	179	316
Gm29332	0	0	0	0	0	0
Cyp20a1	85	64	68	100	54	77
6030460B20Rik	0	0	0	0	0	0
Abi2	77	75	69	87	99	114
Raph1	754	639	1312	455	400	689
Gm11575	0	0	0	0	0	0
Gm11576	0	0	0	0	1	0
Gm11578	0	0	0	0	0	0
Gm38388	1	0	0	0	0	1
Gm23762	0	0	0	0	0	0
Gm11577	0	0	0	0	0	0
Eif4a-ps4	408	338	399	364	294	358
Cd28	2	0	1	3	1	2
Gm11579	0	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0
Gm37198	0	0	0	0	0	0
Gm11609	0	0	0	0	0	0
Gm11581	2	1	3	6	0	5
Gm38137	0	2	1	0	1	1
Ctla4	2	0	2	0	0	1
Rpl18-ps1	0	0	0	0	0	0
Gm11582	0	0	0	0	0	0
Icos	7	4	5	5	2	6
Gm37039	0	0	0	0	0	0
Rpl17-ps1	0	0	0	0	0	0
Gm11590	0	0	0	0	0	0
Gm11591	0	0	0	0	0	0
Gm28083	0	0	0	0	0	0
Gm11587	0	0	0	0	0	0
9530026F06Rik	0	0	0	0	0	0
Gm11588	0	0	0	0	0	0
Gm25839	0	0	0	0	0	0
Gm28449	0	0	0	0	0	0
Gm36943	0	0	0	0	0	0
Gm28094	0	0	0	0	0	0
4930587A21Rik	0	0	0	0	0	0
Pard3b	79	120	117	94	100	103
Gm37205	0	0	0	0	0	0
Gm38012	0	0	0	0	0	0
Gm38278	0	0	0	0	0	0
Pard3bos1	12	10	11	9	6	6
Gm38075	0	0	0	0	0	0
Gm29640	0	0	0	0	0	0
Gm29641	0	0	0	0	0	0
Pard3bos2	0	1	0	0	0	0
Gm38351	0	0	0	0	0	0
Pard3bos3	7	5	18	15	7	11
Gm29084	0	1	0	1	0	0
Gm11600	0	0	0	0	0	0
Gm11599	0	1	0	0	1	0
Nrp2	291	249	368	312	227	272
Gm29083	3	1	0	0	3	1
Gm37121	0	0	0	0	0	0
Gm4208	0	0	0	4	2	1
Ino80d	281	279	330	219	186	335
Gm44468	0	0	0	0	0	0
Gm24942	0	0	0	0	0	0
Rps13-ps7	0	0	0	0	0	0
Rps27-ps1	0	0	0	0	0	0
Ino80dos	726	692	723	849	595	803
Gm20342	0	0	0	0	0	0
Ndufs1	1164	960	1290	1192	687	988
Gm24557	0	0	0	1	1	0
Eef1b2	1017	1345	1021	1427	1170	1095
Gm27390	0	0	0	0	0	0
Gm26457	0	0	0	0	0	0
Snora41	0	0	0	0	0	0
Gpr1	0	1	0	0	0	1
Gm27512	0	0	0	0	0	0
Platr12	0	0	0	0	0	0
1700039I01Rik	0	0	0	0	0	0
Gm11608	0	0	0	0	0	0
Gm24513	0	0	0	0	0	0
Zdbf2	0	0	0	2	0	0
Gm23448	0	0	0	0	0	0
Gm11606	0	0	0	0	0	0
Gm11605	1	3	7	4	3	2
Adam23	106	201	162	116	70	133
Gm22281	0	1	1	0	0	0
FAM237A	0	0	0	0	0	0
Dytn	0	1	0	0	0	1
Gm12748	0	0	0	0	0	0
Mdh1b	1	0	1	0	0	0
Fastkd2	149	132	139	124	107	125
4933402D24Rik	6	2	3	3	1	0
Gm13751	0	0	0	0	0	1
Gm13754	0	0	0	0	0	0
Gm13749	0	0	0	0	0	1
Klf7	53	73	76	55	67	72
Gm26649	16	29	22	22	36	24
Mir6899	0	0	0	0	0	0
Gm13748	7	5	8	8	10	8
Gm13750	0	0	0	0	0	0
Gm28981	0	1	0	1	1	1
Gm25748	0	0	0	0	0	0
Gm28980	0	0	0	0	0	0
Creb1	203	204	190	160	107	192
Mettl21a	70	77	84	86	80	92
Gm28982	6	6	6	1	3	2
Gm29152	0	0	0	0	0	0
2810408I11Rik	10	17	12	10	13	14
Ccnyl1	93	91	76	51	54	74
Fzd5	56	91	107	72	51	59
Gm38058	6	6	9	5	0	2
Plekhm3	37	38	36	24	25	40
Rpl31-ps24	0	0	0	0	1	0
Rpl10a-ps1	39	65	49	37	41	31
Gm24788	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0
Gm8550	0	0	0	0	0	0
Cryge	0	0	0	0	0	0
Crygd	0	0	0	0	0	0
Crygc	0	0	0	0	0	0
Crygb	0	0	0	0	0	0
Gm7329	2	0	2	2	2	2
Cryga	0	0	0	0	0	0
Gm28845	0	0	0	0	0	0
D630023F18Rik	0	0	0	1	1	0
Idh1	2667	2581	3237	3432	2537	3399
Pikfyve	230	249	228	184	170	278
Pth2r	0	0	0	0	0	0
Gm28927	0	0	0	0	0	0
Gm28926	0	0	0	0	0	0
Gm28925	0	0	0	0	0	0
Gm28923	0	0	0	0	0	0
Gm28922	0	0	0	0	0	0
Gm28728	0	0	0	0	0	0
Gm5255	0	0	0	0	0	0
Gm8805	0	0	0	0	0	0
Crygf	0	0	0	0	0	0
Gm8809	0	0	0	0	0	0
Gm15659	0	0	0	0	0	0
Gm8812	0	0	0	0	0	0
Map2	20	23	15	34	14	22
Gm24729	0	0	0	0	0	0
Gm10558	0	0	0	0	0	0
Gm25411	0	0	0	0	0	0
Unc80	0	2	1	5	1	0
Gm37181	0	0	0	0	0	0
Rpe	202	198	257	250	172	208
Kansl1l	222	264	337	217	165	328
Gm37570	0	0	0	0	0	0
Gm38387	0	0	0	0	0	0
Gm38162	8	5	8	7	2	9
Gm15789	0	0	1	3	1	2
6820402A03Rik	0	0	0	0	0	0
Gm37285	0	0	0	0	0	0
Gm37755	2	4	5	2	0	2
Gm38218	5	2	5	3	3	2
Acadl	2857	2949	2934	3145	2884	3255
Gm15793	0	0	0	0	0	0
Gm27934	0	0	0	0	0	0
Gm25832	0	0	0	0	0	0
Myl1	2	0	0	1	100	32
Rpl31-ps14	1	0	0	1	0	0
Gm15826	0	0	0	0	0	0
Lancl1	130	189	161	201	153	165
Cps1	23597	24883	32294	8685	4993	9360
Gm15668	0	0	0	0	0	0
Gm26342	0	0	0	0	0	0
Kif22-ps	0	0	0	0	0	0
Gm22548	0	0	0	0	0	0
Gm15669	0	0	0	0	0	0
Gm37957	0	0	0	0	0	0
Gm23189	0	0	0	0	0	0
Gm15671	0	0	0	0	0	0
Erbb4	57	83	64	158	147	237
Gm37100	0	0	0	0	0	0
Gm15670	0	0	0	0	0	0
Gm25542	0	0	0	0	0	0
Gm19335	0	0	0	0	0	0
Gm37735	0	0	0	0	0	0
Gm37769	0	0	0	0	0	0
Gm37061	0	0	0	0	0	0
Gm16076	0	0	0	0	0	0
Gm8840	0	0	0	0	0	0
Pced1c-ps	0	0	0	1	0	0
Gm28497	0	0	0	0	0	0
Gm29113	0	0	0	0	0	0
Gm29114	1	5	0	2	0	3
Ikzf2	5	7	6	7	8	9
Gm29112	0	0	0	0	0	0
Gm28112	0	0	0	0	0	0
Gm37930	0	0	0	0	0	0
Spag16	0	2	0	2	1	0
Gm22665	0	0	0	0	0	0
Gm23879	0	0	0	0	0	0
Gm28580	0	0	0	0	0	0
Gm38272	0	0	0	0	0	0
Gm37456	0	0	0	0	0	0
Gm23422	0	0	0	0	0	0
Vwc2l	0	0	0	1	0	0
Bard1	1	1	3	0	1	5
Gm16236	0	0	0	0	0	0
Gm8870	0	0	0	0	0	0
Abca12	0	0	0	0	0	0
Gm6947	0	0	0	0	0	0
Atic	187	174	220	220	164	215
Fn1	13566	11918	14388	8240	5950	7998
Apol7d	121	72	102	42	20	47
Gm5829	0	0	0	0	0	0
Gm5256	0	0	2	0	0	0
Gm37217	0	0	0	0	0	0
Gm8883	204	158	144	144	135	182
Gm28818	15	16	13	16	17	14
4933417E11Rik	0	0	0	0	0	0
4930556G22Rik	0	1	0	0	0	0
Gm5528	0	0	0	0	0	0
Gm8885	0	0	0	0	0	1
Gm4319	0	0	0	0	0	0
Mreg	336	317	264	514	316	505
Gm25360	0	0	0	0	0	0
D230017M19Rik	635	786	849	1065	1016	949
Gm23472	0	0	0	0	0	0
Gm24497	0	0	0	0	0	0
Gm25939	0	0	0	0	0	0
Pecr	1318	1384	1646	1960	1687	1736
Tmem169	5	5	4	0	3	4
Xrcc5	194	219	217	226	191	269
March4	1	0	0	0	0	0
Gm15843	0	1	0	0	0	0
Smarcal1	122	146	146	119	108	157
Gm39662	0	0	0	1	0	0
Ankar	0	0	0	0	0	1
Gm18035	0	0	0	0	0	0
Gm45859	0	0	0	0	0	0
Rpl37a	627	640	465	833	1073	842
Igfbp2	5896	6077	6437	4407	2610	1952
Igfbp5	39	74	49	29	22	17
1700027A15Rik	0	0	1	0	0	0
Tnp1	0	0	0	0	0	0
Gm38106	0	0	0	0	0	0
Gm29185	0	0	0	0	0	0
Gm29184	0	0	0	0	0	0
Pinc	0	0	0	0	0	0
Gm27315	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0
Gm9553	0	0	0	0	0	0
C530043A13Rik	0	0	0	0	0	0
Gm29186	0	0	0	0	0	0
6030407O03Rik	3	1	1	3	3	6
Gm29183	0	0	0	0	0	0
Gm25329	0	0	0	0	0	0
Mir6351	0	0	0	0	0	0
Tns1	1173	1744	1730	2254	1865	1927
Rufy4	26	27	26	60	60	126
Cxcr2	1	0	1	0	2	3
Cxcr1	1	5	2	0	1	0
Mir1928	0	0	0	0	0	0
Gm25524	0	0	0	0	0	0
Arpc2	706	810	833	925	745	955
Gpbar1	0	0	0	0	0	0
Aamp	1213	1417	1318	1596	1451	1413
Gm28364	433	547	447	564	594	503
Pnkd	1042	1146	1232	1614	1348	1676
Gm37503	1	2	0	4	1	2
Tmbim1	417	363	378	425	304	354
Gm29358	0	0	0	0	0	0
Gm37931	0	0	0	0	0	0
Catip	1	0	0	2	1	2
Slc11a1	48	64	67	53	91	75
Ctdsp1	802	958	1016	1162	932	1122
Mir26b	0	0	0	0	0	0
Vil1	1	4	3	1	2	0
Usp37	243	250	264	174	148	227
Gm37733	0	0	0	0	0	0
Cnot9	159	170	151	136	115	147
Plcd4	10	26	8	21	25	24
Zfp142	92	161	111	78	95	121
Gm25035	0	0	0	0	0	0
Bcs1l	113	144	130	116	134	127
Rnf25	152	203	123	162	192	239
Stk36	3	8	8	7	11	15
Ttll4	401	442	405	282	203	401
Cyp27a1	3231	3620	3430	4981	3357	4381
Prkag3	4	6	4	2	6	11
Gm27507	0	0	0	0	0	0
Wnt6	1	0	0	0	0	0
Gm29539	0	0	0	0	0	0
Wnt10a	0	0	0	0	0	0
Gm16582	1	0	0	0	0	0
Cdk5r2	0	0	0	0	0	0
Fev	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0
Mir375	0	0	0	0	0	0
Cfap65	0	0	0	0	0	0
Gm15841	0	0	0	0	0	0
Ihh	5	11	9	13	13	34
Gm37744	0	0	1	0	0	0
Nhej1	22	29	43	34	48	46
Slc23a3	1	0	2	1	3	7
Cnppd1	513	782	710	633	701	621
Retreg2	1382	1587	1582	1461	994	1190
Zfand2b	201	274	183	249	238	228
Abcb6	0	0	0	0	0	0
Gm29253	0	0	0	0	0	1
Atg9a	288	263	358	191	108	187
Ankzf1	324	457	394	397	459	439
Glb1l	113	147	121	155	170	159
Gm27943	0	0	0	0	0	0
Stk16	845	1001	875	959	790	746
Tuba4a	979	1081	897	1087	981	856
A630095N17Rik	3	8	10	10	6	11
Dnajb2	514	598	628	647	562	603
Ptprn	1	4	3	18	6	4
Gm28294	0	0	1	4	0	0
Resp18	0	0	0	2	0	0
Gm28902	0	0	0	1	0	0
Dnpep	240	289	267	318	239	224
Des	24	46	36	42	108	55
Gm15179	1	0	0	0	1	0
Speg	11	25	15	22	34	29
Gm15178	0	0	0	0	0	0
Gmppa	184	215	189	305	282	282
Asic4	0	0	0	0	0	0
Gm37264	0	0	0	0	0	0
Chpf	19	24	26	21	22	30
Obsl1	6	16	12	17	21	24
Tmem198	3	1	0	5	3	5
Inha	2	7	3	4	9	7
Gm15181	0	0	0	0	0	0
Stk11ip	109	138	121	130	131	159
Gm15183	0	0	0	0	0	0
Slc4a3	4	5	4	10	10	21
Gm15180	0	0	0	0	0	0
Gm15182	0	0	0	0	0	0
Gm5257	0	0	0	0	0	0
Gm29065	0	0	0	0	0	0
Gm29068	0	0	0	0	0	0
Gm29069	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0
Gm816	0	0	0	0	0	0
Gm38265	0	0	0	0	0	0
Gm25974	0	0	0	0	0	0
Epha4	2	5	5	2	3	3
Mir6352	0	0	0	0	0	0
Gm28386	0	0	0	0	0	0
Gm28385	0	0	0	0	0	0
Gm26263	0	0	0	0	0	0
Gm28387	0	0	0	0	0	0
Pax3	0	0	0	1	0	0
Sgpp2	9	3	5	4	4	7
Gm28410	0	0	0	0	0	0
Gm37884	0	0	0	0	0	0
Farsb	252	228	220	245	197	259
Gm28995	0	0	0	0	0	0
4833412K13Rik	0	0	0	0	0	0
BC035947	15	17	8	39	24	51
Mogat1	14	22	13	120	129	157
5730419F03Rik	0	0	0	0	2	1
Gm29611	0	0	0	0	0	0
Acsl3	144	146	113	136	137	226
Utp14b	0	0	0	0	0	0
Gm6159	0	1	2	1	0	1
Gm29536	2	3	1	2	1	4
Kcne4	2	3	2	2	2	2
Gm29187	0	0	0	0	0	0
Gm5830	0	0	0	0	0	0
Scg2	0	0	1	13	0	2
Gm19027	0	0	0	0	0	0
Gm24160	0	0	0	0	0	0
Ap1s3	4	9	8	2	5	8
Gm37886	0	0	0	0	0	0
Wdfy1	224	255	201	238	229	330
Gm10555	0	0	0	0	0	0
Mrpl44	121	159	171	224	147	147
Serpine2	74	101	112	80	51	47
Gm5529	7	6	9	8	9	7
Gm28071	21	7	7	3	4	1
Gm28058	0	0	0	0	0	0
Gm23934	0	0	0	0	0	0
Gm38339	0	0	0	0	0	0
9830004L10Rik	0	0	0	0	0	0
Fam124b	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0
Gm37932	0	0	0	0	0	0
Cul3	609	556	646	565	341	538
Gm37902	0	0	0	0	0	0
Gm37262	0	0	0	0	0	0
Gm29125	0	0	0	0	0	0
Gm6189	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0
Gm45261	0	0	0	0	0	0
Dock10	46	63	70	43	52	102
Gm37645	0	0	0	0	0	0
Gm38062	0	0	0	0	0	0
A630081D01Rik	0	0	0	0	0	0
Gm29124	0	0	0	0	0	0
Gm28066	0	0	0	0	0	0
Nyap2	0	1	0	0	0	0
Gm37210	0	0	0	0	0	0
Gm6198	0	0	0	0	0	0
Gm5530	2	0	0	1	1	0
Gm7516	0	0	0	0	0	0
Gm37114	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0
Irs1	342	407	386	308	189	285
Gm9747	163	271	170	173	139	180
Rhbdd1	169	153	173	156	128	159
Gm19552	0	0	0	0	0	0
Gm28940	0	1	0	1	0	1
Gm22112	0	0	0	0	0	0
Col4a4	11	11	9	9	4	14
Col4a3	19	19	20	16	17	31
n-R5s213	0	0	0	0	0	0
C430014B12Rik	32	28	31	33	29	54
Mff	306	288	308	274	202	278
Gm28941	0	0	0	0	0	0
Tm4sf20	0	3	3	1	2	0
AC138214.1	0	0	0	0	0	0
Gm19257	0	0	0	0	0	0
Gm36999	0	0	0	0	0	1
Gm28942	0	0	0	0	0	0
Gm17764	0	0	0	0	0	0
Gm22396	0	0	0	0	0	0
Agfg1	206	161	190	170	117	207
A030005L19Rik	1	0	0	0	3	0
A030014E15Rik	0	0	0	0	0	0
Gm6217	0	0	0	0	0	0
A030003K21Rik	0	0	0	0	0	0
Gm7544	0	0	0	0	0	0
AC125444.1	0	0	0	0	0	0
AC161180.1	0	0	0	0	0	0
Gm7553	1	0	0	0	0	0
Slc19a3	1	2	2	1	0	6
Gm7539	0	1	0	0	0	0
Krtap28-10	0	0	0	0	0	0
AC161180.2	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0
Krtap28-13	0	0	0	0	0	0
Gm29518	0	0	0	0	0	0
Ccl20	0	0	0	0	1	0
Gm29519	0	0	0	0	0	0
Daw1	0	1	0	1	1	1
Gm6244	0	0	0	0	0	0
n-R5s214	0	0	0	0	0	0
Sphkap	0	0	0	6	0	1
Gm6374	0	0	0	0	0	1
Gm37517	0	0	0	0	0	0
Gm37989	0	0	0	0	0	0
4933436I20Rik	0	1	1	0	1	3
Gm25754	0	0	0	0	0	0
Gm24555	0	0	0	0	0	0
Pid1	665	734	690	1344	869	1037
Gm37058	0	0	0	0	0	0
Gm18304	1	0	0	0	1	0
Mir6353	0	0	0	0	0	0
Dner	1	1	1	3	0	0
Gm37959	0	0	0	0	0	0
Gm37925	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0
Trip12	1228	1293	1608	1056	777	1163
Gm38374	0	0	0	0	0	0
Gm37738	0	0	0	0	0	0
Fbxo36	48	59	43	77	129	90
Slc16a14	0	0	1	0	2	0
Gm15433	0	3	2	3	0	6
Gm29284	0	0	0	0	1	0
C130026I21Rik	26	46	31	44	49	66
Rpl19-ps1	14	31	21	33	52	31
Gm27907	0	0	0	0	0	0
Gm7582	0	0	0	0	0	0
Gm2389	0	0	1	0	0	0
Gm18342	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0
Gm10553	0	0	0	0	0	0
A530040E14Rik	2	2	3	2	2	10
Gm16038	0	0	1	0	0	1
Gm2619	2	6	4	10	13	9
Gm6264	3	3	0	0	0	1
Gm7609	7	20	18	20	16	29
Gm16028	1	0	0	1	3	1
Gm16026	0	2	0	2	0	1
Gm16025	0	2	2	1	3	2
Gm7281	1	1	0	0	1	0
Gm2666	0	1	0	2	0	0
Gm2427	0	4	3	2	1	5
Gm16092	0	0	5	1	0	1
Gm7592	3	5	4	3	0	3
G530012D18Rik	3	8	5	4	9	5
Sp110	33	64	58	36	55	61
Gm16094	0	0	0	0	0	0
Sp140	28	51	36	28	38	41
Gm10552	5	11	10	11	4	13
Gm17017	7	25	14	16	22	16
Sp100	136	253	241	164	191	235
n-R5s215	0	0	0	0	0	0
A630001G21Rik	37	37	41	31	27	43
Mir8096	0	0	0	0	0	0
Gm25472	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0
Gm22906	0	0	0	0	0	0
Cab39	610	561	688	563	395	562
Itm2c	115	148	145	193	145	233
4933407L21Rik	2	1	0	0	1	2
Gm28884	0	0	0	0	0	0
Gpr55	2	0	1	3	1	0
Gm28100	0	0	1	0	0	0
Gm18180	5	4	4	1	0	2
Spata3	3	3	1	2	0	0
2810459M11Rik	747	842	907	673	512	537
Psmd1	1057	758	1273	763	511	818
Gm22786	0	0	0	0	0	0
Htr2b	3	4	3	5	3	3
Gm37914	0	0	0	0	0	0
Gm21972	4	7	5	5	6	5
Armc9	81	62	65	73	76	108
Gm16341	1	2	1	2	3	4
B3gnt7	0	0	0	0	0	0
Gm28626	0	0	0	0	0	0
Gm5258	0	0	0	0	0	0
Gm28627	0	0	0	0	0	0
Ncl	1763	1662	2037	1753	1621	1796
Snora75	0	0	0	0	0	0
Mir3535	0	0	0	0	0	0
Gm24148	0	0	0	0	0	0
Snord82	0	0	0	0	0	0
C130036L24Rik	3	3	6	3	2	2
Gm45908	0	0	0	0	0	0
Nmur1	1	0	0	2	0	0
Tex44	0	0	0	0	1	0
Rpl30-ps6	0	0	0	0	0	0
Ptma	1663	1620	1884	2109	1891	1962
Pde6d	44	54	51	79	79	85
Gm37152	0	0	1	0	0	1
Cops7b	162	189	209	179	188	197
Gm22955	0	0	0	0	0	0
Gm37022	0	0	0	0	0	0
Nppc	0	0	0	0	0	0
Dis3l2	472	543	514	513	520	535
Gm29097	0	0	0	0	0	0
Gm29055	0	0	0	0	0	0
Gm37485	0	0	0	0	0	0
Gm38142	0	0	0	0	0	0
Gm38010	0	0	0	0	0	0
Gm37541	0	0	0	0	0	0
Gm38021	0	0	0	0	0	0
Gm6136	306	318	319	371	370	366
Gm37967	0	0	0	0	0	0
Gm28375	159	136	147	155	160	123
Gm37017	0	0	0	0	0	0
Gm37447	0	0	0	0	0	0
Akp-ps1	1	0	0	0	1	0
Gm29371	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0
Alpi	0	0	0	0	0	0
Gm29372	0	0	0	0	0	0
Akp3	0	0	0	0	0	0
Gm29374	0	0	0	0	0	0
Ecel1	0	0	0	3	0	0
Prss56	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0
Chrng	0	0	0	0	0	0
Eif4e2	363	419	394	355	276	350
Gm26187	0	0	0	0	0	0
Efhd1	2	3	2	6	1	1
Efhd1os	0	0	0	1	0	0
Gigyf2	435	484	524	423	325	505
Gm22549	0	0	0	1	0	0
Kcnj13	12	11	17	11	8	13
Gm23504	0	0	0	0	0	1
3110079O15Rik	1	0	1	0	2	0
Ngef	274	521	444	352	394	362
Neu2	108	130	172	89	98	132
Gm17181	0	0	0	0	0	0
Gm6153	0	0	0	0	0	0
